year,sex,name,n,prop,first_letter,first_is_vowel
1945,F,Ema,8,5.94E-06,E,TRUE
1985,F,Tawnie,31,1.68E-05,T,FALSE
1933,M,Perfecto,11,1.08E-05,P,FALSE
1978,F,Mariana,127,7.73E-05,M,FALSE
2016,M,Beckam,67,3.32E-05,B,FALSE
1944,M,Peyton,23,1.66E-05,P,FALSE
2017,M,Yansiel,5,2.55E-06,Y,FALSE
1997,M,Cage,15,7.51E-06,C,FALSE
1950,F,Chong,7,3.98E-06,C,FALSE
2005,M,Abdon,11,5.17E-06,A,TRUE
2008,F,Senia,16,7.69E-06,S,FALSE
1990,F,Daisha,93,4.53E-05,D,FALSE
1986,M,Reymond,7,3.64E-06,R,FALSE
2004,F,Kayleann,8,3.97E-06,K,FALSE
1988,F,Palak,6,3.12E-06,P,FALSE
1956,F,Marilyn,6926,0.00336333,M,FALSE
1978,F,Gordon,9,5.48E-06,G,FALSE
2015,F,Kaelie,10,5.14E-06,K,FALSE
1986,M,Terrylee,5,2.60E-06,T,FALSE
1921,F,Arlena,39,3.05E-05,A,TRUE
2007,F,Kalisha,10,4.73E-06,K,FALSE
1976,M,Mustafa,24,1.47E-05,M,FALSE
2011,F,Ilithia,5,2.58E-06,I,TRUE
1947,F,Marigail,5,2.75E-06,M,FALSE
1996,M,Rowan,89,4.44E-05,R,FALSE
1998,M,Sina,14,6.91E-06,S,FALSE
1927,M,Burness,8,6.89E-06,B,FALSE
1993,F,Jancy,10,5.07E-06,J,FALSE
2015,F,Zulie,5,2.57E-06,Z,FALSE
1962,F,Persephone,6,2.96E-06,P,FALSE
1995,F,Joshlyn,29,1.51E-05,J,FALSE
1926,M,Merland,5,4.36E-06,M,FALSE
1949,M,Farley,16,8.88E-06,F,FALSE
1930,F,Darline,98,8.40E-05,D,FALSE
1994,F,Jerilynn,5,2.57E-06,J,FALSE
2016,F,Adylyn,5,2.59E-06,A,TRUE
1980,F,Aiesha,43,2.42E-05,A,TRUE
2009,F,Audria,9,4.45E-06,A,TRUE
2014,F,Margalit,8,4.10E-06,M,FALSE
1992,F,Ruth,853,0.00042559,R,FALSE
2013,F,Kelley,27,1.40E-05,K,FALSE
1955,F,Norlene,6,2.99E-06,N,FALSE
1934,M,Harvard,13,1.22E-05,H,FALSE
2002,M,Mikhai,7,3.39E-06,M,FALSE
2009,M,Coleton,131,6.18E-05,C,FALSE
1950,F,Meribeth,18,1.02E-05,M,FALSE
1916,F,Wave,7,6.45E-06,W,FALSE
1981,F,Aiesha,40,2.24E-05,A,TRUE
1983,F,Kenise,7,3.91E-06,K,FALSE
2017,M,Ashaun,8,4.07E-06,A,TRUE
1994,F,Kimberly,8746,0.00448737,K,FALSE
1999,M,Jacquese,5,2.45E-06,J,FALSE
2004,M,Gianmarco,43,2.04E-05,G,FALSE
1921,F,Doreene,7,5.47E-06,D,FALSE
2006,M,Jaray,8,3.65E-06,J,FALSE
1932,F,Vesta,106,9.58E-05,V,FALSE
2016,F,Skyanna,6,3.11E-06,S,FALSE
1912,M,Erman,16,3.54E-05,E,TRUE
1983,M,Barnabas,7,3.76E-06,B,FALSE
2017,F,Bijou,10,5.33E-06,B,FALSE
2005,F,Cyrene,5,2.47E-06,C,FALSE
1964,M,Alberto,493,0.00024318,A,TRUE
1913,F,Lucia,110,0.00016796,L,FALSE
2007,F,Denaly,8,3.78E-06,D,FALSE
1945,F,Dreena,9,6.69E-06,D,FALSE
2005,M,Mohit,18,8.47E-06,M,FALSE
1920,M,Doyle,395,0.00035882,D,FALSE
2011,M,Treyten,8,3.94E-06,T,FALSE
1980,M,Delfino,34,1.83E-05,D,FALSE
2011,M,Hasnain,14,6.90E-06,H,FALSE
2015,M,Binyamin,40,1.96E-05,B,FALSE
2002,M,Corban,79,3.83E-05,C,FALSE
1887,M,Jeremiah,38,0.00034763,J,FALSE
2015,M,Jaeden,123,6.03E-05,J,FALSE
1995,M,Damarius,35,1.74E-05,D,FALSE
1974,F,Carla,2573,0.00164289,C,FALSE
1961,F,Gitty,8,3.85E-06,G,FALSE
1966,M,Dann,23,1.27E-05,D,FALSE
1973,M,Carmen,106,6.57E-05,C,FALSE
2017,M,Aramis,55,2.80E-05,A,TRUE
1883,M,Samuel,937,0.00833059,S,FALSE
1977,F,Vonda,50,3.04E-05,V,FALSE
1948,M,Lafe,7,3.93E-06,L,FALSE
2008,M,Nissen,7,3.21E-06,N,FALSE
1978,M,Walker,47,2.75E-05,W,FALSE
1926,F,Tiny,29,2.36E-05,T,FALSE
1987,M,Arden,21,1.08E-05,A,TRUE
1982,M,Cervando,5,2.65E-06,C,FALSE
2012,M,Traycen,12,5.92E-06,T,FALSE
1947,F,Lorane,9,4.95E-06,L,FALSE
1982,F,Luzmaria,14,7.72E-06,L,FALSE
1974,M,Lane,154,9.44E-05,L,FALSE
2010,M,Tavis,23,1.12E-05,T,FALSE
2003,M,Bristol,21,1.00E-05,B,FALSE
2011,F,Hadlea,9,4.65E-06,H,FALSE
2010,M,Rykin,5,2.44E-06,R,FALSE
1937,M,Artha,7,6.40E-06,A,TRUE
1994,M,Gilberto,541,0.00026546,G,FALSE
2003,M,Trentyn,24,1.14E-05,T,FALSE
1985,M,Robertson,13,6.76E-06,R,FALSE
2014,M,Lateef,10,4.89E-06,L,FALSE
1998,F,Alessia,67,3.46E-05,A,TRUE
1991,F,Meera,31,1.53E-05,M,FALSE
1913,M,Clarice,5,9.32E-06,C,FALSE
1995,F,Nichelle,116,6.04E-05,N,FALSE
1937,M,Bass,6,5.49E-06,B,FALSE
1917,M,Lupe,30,3.13E-05,L,FALSE
1925,M,Gean,12,1.04E-05,G,FALSE
1957,M,Beth,8,3.66E-06,B,FALSE
1996,M,Leander,32,1.60E-05,L,FALSE
1913,M,Lauris,6,1.12E-05,L,FALSE
1922,M,Adelino,7,6.22E-06,A,TRUE
2011,M,Rigel,15,7.39E-06,R,FALSE
1969,F,Claretha,10,5.67E-06,C,FALSE
2013,M,Revin,9,4.46E-06,R,FALSE
2017,M,Izmael,9,4.58E-06,I,TRUE
2012,M,Jodey,7,3.46E-06,J,FALSE
1974,F,Neco,6,3.83E-06,N,FALSE
1991,M,Khanh,15,7.08E-06,K,FALSE
1943,F,Gerda,11,7.66E-06,G,FALSE
2000,M,Nevada,27,1.29E-05,N,FALSE
1991,M,Rylan,85,4.01E-05,R,FALSE
1990,M,Bao,26,1.21E-05,B,FALSE
1916,M,Franz,34,3.68E-05,F,FALSE
1913,M,Fidencio,8,1.49E-05,F,FALSE
2014,F,Clementine,287,0.00014705,C,FALSE
2007,F,Tiearra,5,2.36E-06,T,FALSE
1979,F,Folami,5,2.90E-06,F,FALSE
1974,M,Kasey,95,5.83E-05,K,FALSE
1980,F,Merina,5,2.81E-06,M,FALSE
2014,F,Nikole,71,3.64E-05,N,FALSE
1997,M,Javarious,17,8.51E-06,J,FALSE
1924,M,Fidel,72,6.16E-05,F,FALSE
2007,M,Jeramya,6,2.71E-06,J,FALSE
1993,F,Shanterri,5,2.54E-06,S,FALSE
2004,F,Oluwatomisin,11,5.45E-06,O,TRUE
2009,F,Adrionna,61,3.02E-05,A,TRUE
1976,M,Mordechai,32,1.96E-05,M,FALSE
1976,M,Richie,98,6.00E-05,R,FALSE
2015,F,Kadejah,5,2.57E-06,K,FALSE
1998,M,Amauri,15,7.40E-06,A,TRUE
1986,M,Percival,7,3.64E-06,P,FALSE
1911,F,Eldred,8,1.81E-05,E,TRUE
2002,M,Siraj,9,4.36E-06,S,FALSE
1992,M,Luisangel,18,8.58E-06,L,FALSE
2010,M,Ahan,17,8.28E-06,A,TRUE
1969,F,Johnathan,6,3.40E-06,J,FALSE
1967,M,Florencio,28,1.57E-05,F,FALSE
2010,M,Nathon,21,1.02E-05,N,FALSE
1986,F,Yanely,7,3.79E-06,Y,FALSE
1982,F,Donnica,5,2.76E-06,D,FALSE
1955,M,Jaye,12,5.74E-06,J,FALSE
1995,F,Blythe,46,2.39E-05,B,FALSE
1916,F,Corrinne,18,1.66E-05,C,FALSE
2003,F,Iyonia,6,2.99E-06,I,TRUE
1980,M,Chon,7,3.77E-06,C,FALSE
1943,M,Verland,7,4.81E-06,V,FALSE
1910,F,Alejandra,5,1.19E-05,A,TRUE
2005,F,Dunya,12,5.92E-06,D,FALSE
1926,F,Lila,1084,0.00088119,L,FALSE
1986,M,Michah,9,4.69E-06,M,FALSE
1998,M,Jonta,5,2.47E-06,J,FALSE
1988,M,Randolph,245,0.00012242,R,FALSE
1986,F,Mandy,1056,0.00057234,M,FALSE
1983,F,Dyann,7,3.91E-06,D,FALSE
1922,F,Teresa,701,0.0005619,T,FALSE
1948,M,Renaldo,12,6.73E-06,R,FALSE
1965,M,Dickson,5,2.64E-06,D,FALSE
1966,M,Shannen,5,2.75E-06,S,FALSE
1972,F,Cicily,6,3.72E-06,C,FALSE
1956,F,Risa,94,4.57E-05,R,FALSE
1990,F,Shenise,36,1.75E-05,S,FALSE
1996,F,Zanaya,9,4.70E-06,Z,FALSE
1892,F,Crystal,11,4.89E-05,C,FALSE
1915,F,Elvia,21,2.05E-05,E,TRUE
1924,M,Cloid,5,4.28E-06,C,FALSE
2008,F,Menna,8,3.84E-06,M,FALSE
1945,M,Kennon,10,7.29E-06,K,FALSE
2016,M,Zimir,9,4.46E-06,Z,FALSE
1969,M,Aundrey,5,2.73E-06,A,TRUE
2013,M,Mahd,6,2.98E-06,M,FALSE
1997,F,Dian,7,3.67E-06,D,FALSE
1944,F,Vertie,15,1.10E-05,V,FALSE
2000,M,Constantino,27,1.29E-05,C,FALSE
2009,M,Danger,5,2.36E-06,D,FALSE
2008,F,Allivia,6,2.88E-06,A,TRUE
2006,F,Irma,129,6.18E-05,I,TRUE
1964,F,Veatrice,6,3.07E-06,V,FALSE
1988,F,Celesta,11,5.72E-06,C,FALSE
1983,F,Leona,127,7.10E-05,L,FALSE
2000,F,Casey,1517,0.00076045,C,FALSE
1937,M,Montie,22,2.01E-05,M,FALSE
2011,F,Lessly,11,5.68E-06,L,FALSE
2006,M,Malijah,5,2.28E-06,M,FALSE
1915,M,Raynor,5,5.68E-06,R,FALSE
2000,F,Latifah,24,1.20E-05,L,FALSE
1994,M,Haneef,22,1.08E-05,H,FALSE
1984,M,Naaman,13,6.93E-06,N,FALSE
1914,M,Reedie,5,7.32E-06,R,FALSE
2013,F,Catalena,8,4.16E-06,C,FALSE
1928,F,Engracia,7,5.86E-06,E,TRUE
1996,F,Kleigh,8,4.17E-06,K,FALSE
1989,F,Edward,25,1.26E-05,E,TRUE
1950,M,Carvel,6,3.30E-06,C,FALSE
2005,F,Abiegail,5,2.47E-06,A,TRUE
1926,M,Roye,8,6.98E-06,R,FALSE
2004,F,Adah,37,1.84E-05,A,TRUE
1981,F,Lupe,67,3.75E-05,L,FALSE
1985,F,Jaquetta,27,1.46E-05,J,FALSE
1951,M,Norwood,33,1.73E-05,N,FALSE
1953,F,Belynda,6,3.11E-06,B,FALSE
1986,M,Yuta,5,2.60E-06,Y,FALSE
2006,F,Shaylene,16,7.66E-06,S,FALSE
1999,F,Ayannah,25,1.29E-05,A,TRUE
2014,M,Dravyn,13,6.36E-06,D,FALSE
1939,F,Lurena,6,5.29E-06,L,FALSE
1905,F,Genevieve,508,0.00163942,G,FALSE
1994,M,Mateo,82,4.02E-05,M,FALSE
1961,F,Deanna,2682,0.00129166,D,FALSE
1956,F,Lili,54,2.62E-05,L,FALSE
1952,F,Michele,3403,0.00178891,M,FALSE
2014,F,Samuel,14,7.17E-06,S,FALSE
1985,F,Barrie,15,8.13E-06,B,FALSE
1945,F,Marvelyn,5,3.71E-06,M,FALSE
1979,F,Diedra,36,2.09E-05,D,FALSE
2007,M,Saveon,11,4.97E-06,S,FALSE
1995,F,Puneet,5,2.60E-06,P,FALSE
1992,F,Camellia,28,1.40E-05,C,FALSE
2015,M,Asael,66,3.24E-05,A,TRUE
1980,F,Lorrin,5,2.81E-06,L,FALSE
2007,F,Loralye,7,3.31E-06,L,FALSE
1999,F,Mya,1885,0.00096855,M,FALSE
1956,F,Jolyn,34,1.65E-05,J,FALSE
1990,M,Jontrell,8,3.72E-06,J,FALSE
1958,F,Clifton,6,2.91E-06,C,FALSE
1976,M,Shamont,9,5.51E-06,S,FALSE
2012,M,Maki,27,1.33E-05,M,FALSE
1958,F,Hedda,5,2.42E-06,H,FALSE
1947,M,Lincoln,94,5.06E-05,L,FALSE
2003,F,Jeanna,57,2.84E-05,J,FALSE
1989,F,Elysse,33,1.66E-05,E,TRUE
2010,M,Lynell,8,3.90E-06,L,FALSE
2011,F,Azaylia,11,5.68E-06,A,TRUE
1978,M,Selwyn,6,3.51E-06,S,FALSE
1955,M,Blakely,6,2.87E-06,B,FALSE
1890,M,Lawson,17,0.00014202,L,FALSE
1982,M,Blade,7,3.71E-06,B,FALSE
2010,M,Veer,112,5.46E-05,V,FALSE
1996,M,Tysheim,6,2.99E-06,T,FALSE
1978,F,Nzinga,7,4.26E-06,N,FALSE
1970,F,Juanda,7,3.82E-06,J,FALSE
1972,M,Craige,18,1.08E-05,C,FALSE
1958,F,Yolando,6,2.91E-06,Y,FALSE
1932,M,Branson,8,7.45E-06,B,FALSE
1891,F,Chloe,48,0.00024419,C,FALSE
1947,M,Cris,23,1.24E-05,C,FALSE
2001,F,Noely,21,1.06E-05,N,FALSE
1985,F,Aurelie,7,3.79E-06,A,TRUE
1919,F,Cecilia,746,0.00063508,C,FALSE
2012,F,Kazmira,9,4.65E-06,K,FALSE
1998,F,Jackelyn,98,5.06E-05,J,FALSE
1972,M,Elaine,5,2.99E-06,E,TRUE
1983,M,Jerron,39,2.09E-05,J,FALSE
1982,F,Doree,7,3.86E-06,D,FALSE
1950,M,Tobin,12,6.60E-06,T,FALSE
1919,M,Elihue,9,8.86E-06,E,TRUE
2013,F,Heran,16,8.32E-06,H,FALSE
1959,M,Alston,8,3.69E-06,A,TRUE
1971,M,Arnoldo,60,3.30E-05,A,TRUE
1952,F,Lianne,31,1.63E-05,L,FALSE
1955,F,Denine,16,7.98E-06,D,FALSE
1919,F,Arether,6,5.11E-06,A,TRUE
1999,M,Tyreek,182,8.93E-05,T,FALSE
2009,M,Nathanyel,12,5.66E-06,N,FALSE
1960,F,Stefani,22,1.06E-05,S,FALSE
1959,F,Neola,5,2.41E-06,N,FALSE
2007,F,Alaiyah,26,1.23E-05,A,TRUE
1939,F,Celina,17,1.50E-05,C,FALSE
2013,F,Emari,54,2.81E-05,E,TRUE
1917,F,Nomie,7,6.23E-06,N,FALSE
2011,M,Dameian,5,2.46E-06,D,FALSE
1974,F,Estelle,56,3.58E-05,E,TRUE
1972,M,Otis,379,0.00022631,O,TRUE
1978,F,Annica,8,4.87E-06,A,TRUE
1955,M,Kim,3491,0.00167066,K,FALSE
2013,M,Kinan,12,5.95E-06,K,FALSE
2002,M,Tayson,29,1.40E-05,T,FALSE
2003,M,Raimundo,8,3.81E-06,R,FALSE
2008,M,Gabrielle,31,1.42E-05,G,FALSE
2012,M,Kaizer,11,5.43E-06,K,FALSE
2010,M,Jastin,15,7.31E-06,J,FALSE
2015,M,Cree,63,3.09E-05,C,FALSE
1998,M,Christion,139,6.86E-05,C,FALSE
1967,F,Cheryle,82,4.78E-05,C,FALSE
1998,M,Andrei,39,1.92E-05,A,TRUE
1991,M,Savino,7,3.30E-06,S,FALSE
1914,M,Clois,15,2.20E-05,C,FALSE
2015,M,Jeancarlos,63,3.09E-05,J,FALSE
1984,F,Rozalyn,10,5.55E-06,R,FALSE
1997,F,Brittley,5,2.62E-06,B,FALSE
2005,F,Tailer,10,4.93E-06,T,FALSE
1927,F,Letrice,5,4.04E-06,L,FALSE
1995,F,Ilene,52,2.71E-05,I,TRUE
1933,M,Lealon,14,1.37E-05,L,FALSE
1996,F,Liah,10,5.22E-06,L,FALSE
1955,F,Jannelle,10,4.99E-06,J,FALSE
1970,F,Lynetta,52,2.84E-05,L,FALSE
1948,M,Ermon,11,6.17E-06,E,TRUE
1985,F,Karoline,29,1.57E-05,K,FALSE
2011,M,Luccas,9,4.44E-06,L,FALSE
2001,F,Rim,7,3.54E-06,R,FALSE
2004,M,Maverik,5,2.37E-06,M,FALSE
1979,F,Shalisha,17,9.87E-06,S,FALSE
2001,F,Genea,9,4.55E-06,G,FALSE
1988,F,Briona,25,1.30E-05,B,FALSE
1995,F,Kenyara,5,2.60E-06,K,FALSE
1973,F,Leya,9,5.79E-06,L,FALSE
2015,M,Mio,7,3.43E-06,M,FALSE
1997,F,Lunden,9,4.71E-06,L,FALSE
1978,F,Terrisa,8,4.87E-06,T,FALSE
1915,F,Pia,9,8.79E-06,P,FALSE
1999,M,Roscoe,32,1.57E-05,R,FALSE
1918,M,Arbie,13,1.24E-05,A,TRUE
1914,F,Etna,11,1.38E-05,E,TRUE
2000,M,Oskar,39,1.87E-05,O,TRUE
1911,F,Ocie,75,0.00016975,O,TRUE
1950,F,Georgianne,47,2.67E-05,G,FALSE
2007,M,Tymere,33,1.49E-05,T,FALSE
1956,M,Delyle,5,2.33E-06,D,FALSE
1984,F,Amee,47,2.61E-05,A,TRUE
1966,F,Dimple,9,5.13E-06,D,FALSE
2012,M,Shakai,5,2.47E-06,S,FALSE
2013,M,Mujahid,6,2.98E-06,M,FALSE
2001,F,Janiya,339,0.00017121,J,FALSE
1933,M,Wm,12,1.18E-05,W,FALSE
1919,F,Masako,55,4.68E-05,M,FALSE
1948,M,Merle,432,0.00024235,M,FALSE
2012,F,Grier,18,9.30E-06,G,FALSE
2003,M,Bhargav,9,4.29E-06,B,FALSE
1938,F,Nicola,5,4.38E-06,N,FALSE
1999,M,Kishan,52,2.55E-05,K,FALSE
1949,F,Avelina,8,4.56E-06,A,TRUE
1992,F,Pahoua,14,6.98E-06,P,FALSE
1993,F,Alichia,6,3.04E-06,A,TRUE
1942,M,Revis,9,6.39E-06,R,FALSE
1923,M,Filimon,5,4.42E-06,F,FALSE
1961,F,Guillermina,30,1.45E-05,G,FALSE
1925,F,Linda,438,0.00034677,L,FALSE
1926,F,Faith,225,0.0001829,F,FALSE
2003,M,Zakariya,32,1.52E-05,Z,FALSE
1963,F,Bronwyn,63,3.17E-05,B,FALSE
1961,M,Rock,87,4.04E-05,R,FALSE
1990,F,Demetra,44,2.14E-05,D,FALSE
1978,F,Jamelah,5,3.04E-06,J,FALSE
1990,F,Mey,5,2.43E-06,M,FALSE
1917,M,Lacy,110,0.00011466,L,FALSE
1923,M,Girard,28,2.47E-05,G,FALSE
1961,F,Melina,40,1.93E-05,M,FALSE
1975,F,Tywanda,34,2.18E-05,T,FALSE
1999,F,Jesyka,5,2.57E-06,J,FALSE
2001,F,Marlynn,10,5.05E-06,M,FALSE
1942,F,Felicia,116,8.34E-05,F,FALSE
1940,M,Jim,2714,0.00228832,J,FALSE
2017,F,Madiha,11,5.87E-06,M,FALSE
1965,F,Lynnie,5,2.74E-06,L,FALSE
1992,M,Travin,12,5.72E-06,T,FALSE
1987,M,Johnchristopher,6,3.08E-06,J,FALSE
1911,M,Murry,20,8.29E-05,M,FALSE
2003,M,Kylan,193,9.19E-05,K,FALSE
2005,M,Jermon,7,3.29E-06,J,FALSE
2005,F,Sapna,5,2.47E-06,S,FALSE
1993,F,Lizvette,9,4.57E-06,L,FALSE
1946,M,Robbert,7,4.24E-06,R,FALSE
2008,F,Aryella,9,4.32E-06,A,TRUE
1990,M,Danny,1917,0.00089115,D,FALSE
2002,F,Tameria,16,8.11E-06,T,FALSE
1942,F,Delphia,43,3.09E-05,D,FALSE
1978,M,Carmen,105,6.14E-05,C,FALSE
1942,F,Lucilla,10,7.19E-06,L,FALSE
1998,F,Rachelanne,9,4.64E-06,R,FALSE
1979,F,Lakechia,8,4.64E-06,L,FALSE
2013,F,Belle,189,9.82E-05,B,FALSE
2000,F,Ailee,13,6.52E-06,A,TRUE
1913,M,Nils,13,2.42E-05,N,FALSE
2015,F,Trust,12,6.17E-06,T,FALSE
1995,M,Darcell,7,3.48E-06,D,FALSE
1980,F,Nafeesah,24,1.35E-05,N,FALSE
2016,F,Ameris,12,6.22E-06,A,TRUE
1917,F,Monetta,7,6.23E-06,M,FALSE
2013,F,Alli,133,6.91E-05,A,TRUE
1883,F,Rettie,6,5.00E-05,R,FALSE
1988,F,Brooklyn,139,7.23E-05,B,FALSE
1888,F,Corrine,21,0.00011085,C,FALSE
1946,F,Zada,10,6.20E-06,Z,FALSE
2015,F,Aven,85,4.37E-05,A,TRUE
1999,M,Adel,29,1.42E-05,A,TRUE
1995,F,Chrislynn,5,2.60E-06,C,FALSE
1977,F,Shandon,8,4.86E-06,S,FALSE
1922,F,Maudy,7,5.61E-06,M,FALSE
1938,F,Remona,28,2.45E-05,R,FALSE
2007,F,Cylee,28,1.32E-05,C,FALSE
1930,M,Floren,6,5.31E-06,F,FALSE
1981,M,Zacary,8,4.30E-06,Z,FALSE
1951,M,Jerauld,5,2.62E-06,J,FALSE
1975,F,Yvonnie,7,4.49E-06,Y,FALSE
1989,M,Rajan,16,7.64E-06,R,FALSE
1961,F,Donie,7,3.37E-06,D,FALSE
1880,F,Helen,636,0.00651606,H,FALSE
1932,F,Burnetta,10,9.04E-06,B,FALSE
1992,F,Cherlyn,7,3.49E-06,C,FALSE
1881,M,Emmitt,10,9.24E-05,E,TRUE
1984,F,Ladonna,286,0.00015863,L,FALSE
2014,M,Jamaurion,6,2.93E-06,J,FALSE
1929,F,Mozella,33,2.85E-05,M,FALSE
1953,F,Casandra,30,1.56E-05,C,FALSE
1974,M,Adrian,1817,0.00111422,A,TRUE
2007,M,Nazere,5,2.26E-06,N,FALSE
1989,M,Larico,8,3.82E-06,L,FALSE
2008,M,Milen,8,3.67E-06,M,FALSE
1957,F,Tiara,5,2.38E-06,T,FALSE
1924,F,May,869,0.00067068,M,FALSE
1940,F,Marijo,14,1.19E-05,M,FALSE
1947,F,Suzzanne,18,9.90E-06,S,FALSE
2000,M,Donnovan,18,8.62E-06,D,FALSE
1912,M,Gunnar,13,2.88E-05,G,FALSE
1952,M,Nial,7,3.55E-06,N,FALSE
1998,F,Quran,6,3.10E-06,Q,FALSE
1946,F,Verlean,13,8.06E-06,V,FALSE
1925,M,Milbern,9,7.82E-06,M,FALSE
2013,F,Marien,8,4.16E-06,M,FALSE
2004,M,Truxton,6,2.84E-06,T,FALSE
1911,F,Francies,7,1.58E-05,F,FALSE
2015,F,Zain,15,7.71E-06,Z,FALSE
1999,M,Lamario,5,2.45E-06,L,FALSE
2000,F,Donyea,9,4.51E-06,D,FALSE
1941,F,Viola,901,0.0007232,V,FALSE
2004,M,Adesh,6,2.84E-06,A,TRUE
2015,M,Antony,125,6.13E-05,A,TRUE
1892,F,Winona,20,8.89E-05,W,FALSE
1929,F,Eartha,51,4.41E-05,E,TRUE
1987,F,Gentry,25,1.33E-05,G,FALSE
1992,M,Oran,21,1.00E-05,O,TRUE
1915,M,Hilario,20,2.27E-05,H,FALSE
2011,M,Jhon,33,1.63E-05,J,FALSE
1915,F,Diamond,7,6.84E-06,D,FALSE
1988,F,Micki,23,1.20E-05,M,FALSE
1957,F,Stacy,680,0.00032419,S,FALSE
2017,F,Rylah,22,1.17E-05,R,FALSE
1911,F,Osie,19,4.30E-05,O,TRUE
1996,M,Javonte,190,9.48E-05,J,FALSE
1933,M,Sammy,349,0.00034215,S,FALSE
1882,F,Celeste,9,7.78E-05,C,FALSE
1971,M,Decarlos,20,1.10E-05,D,FALSE
1988,F,Jerlyn,5,2.60E-06,J,FALSE
1896,M,Johnie,75,0.00058108,J,FALSE
1980,M,Lawerence,21,1.13E-05,L,FALSE
1979,M,Jean,206,0.00011497,J,FALSE
1895,F,Billie,23,9.31E-05,B,FALSE
2013,F,Lilien,7,3.64E-06,L,FALSE
1985,F,Danesa,5,2.71E-06,D,FALSE
1924,M,Hisashi,11,9.41E-06,H,FALSE
1995,M,Reilly,95,4.72E-05,R,FALSE
1918,M,Alfio,14,1.34E-05,A,TRUE
1966,F,Cleo,53,3.02E-05,C,FALSE
1997,F,Emori,5,2.62E-06,E,TRUE
1961,F,Neida,17,8.19E-06,N,FALSE
1966,F,Andora,19,1.08E-05,A,TRUE
1972,F,Micah,40,2.48E-05,M,FALSE
1994,F,Austin,228,0.00011698,A,TRUE
2000,F,Phelan,5,2.51E-06,P,FALSE
1945,M,Leverne,11,8.02E-06,L,FALSE
1961,F,Curley,7,3.37E-06,C,FALSE
1977,F,Chinyere,16,9.73E-06,C,FALSE
1993,F,Renae,155,7.86E-05,R,FALSE
1970,F,Marvetta,7,3.82E-06,M,FALSE
1932,M,Estill,26,2.42E-05,E,TRUE
1984,M,Samule,8,4.26E-06,S,FALSE
1974,F,Keshia,160,0.00010216,K,FALSE
1993,M,Defonta,6,2.91E-06,D,FALSE
2001,F,Elizamarie,5,2.53E-06,E,TRUE
2003,M,Asad,35,1.67E-05,A,TRUE
1932,M,Johnathan,6,5.59E-06,J,FALSE
1974,M,Kirt,75,4.60E-05,K,FALSE
2003,F,Natalia,2256,0.00112496,N,FALSE
2008,F,Kaylise,5,2.40E-06,K,FALSE
1976,F,Nadina,10,6.36E-06,N,FALSE
1932,M,Emmette,11,1.02E-05,E,TRUE
1999,M,Tarrance,13,6.38E-06,T,FALSE
1933,M,Gennie,7,6.86E-06,G,FALSE
1966,M,Budd,10,5.50E-06,B,FALSE
1933,F,Salvatrice,9,8.60E-06,S,FALSE
1938,F,Babe,5,4.38E-06,B,FALSE
1969,M,Agee,5,2.73E-06,A,TRUE
2009,M,Kaylob,20,9.44E-06,K,FALSE
1902,M,Lillian,13,9.79E-05,L,FALSE
1911,M,Lucian,33,0.00013671,L,FALSE
1912,F,Amalia,36,6.14E-05,A,TRUE
1945,F,Earnestene,8,5.94E-06,E,TRUE
1990,F,Jesica,204,9.93E-05,J,FALSE
1992,M,Christopherjohn,5,2.38E-06,C,FALSE
1958,F,Earl,18,8.72E-06,E,TRUE
2016,F,Kaylanni,12,6.22E-06,K,FALSE
1992,F,Ronneisha,8,3.99E-06,R,FALSE
1943,M,Junior,415,0.00028536,J,FALSE
1997,F,Lakwanzaa,5,2.62E-06,L,FALSE
1959,M,Lavaughn,11,5.08E-06,L,FALSE
1970,F,Sujata,6,3.28E-06,S,FALSE
1971,M,Derrin,10,5.50E-06,D,FALSE
1927,F,Mahalia,6,4.85E-06,M,FALSE
1955,F,Janell,199,9.93E-05,J,FALSE
1958,F,Machelle,61,2.95E-05,M,FALSE
1970,F,Rashelle,26,1.42E-05,R,FALSE
1917,F,Lesley,5,4.45E-06,L,FALSE
1992,M,Waymond,11,5.24E-06,W,FALSE
1967,F,Demita,10,5.83E-06,D,FALSE
2005,M,Tenzin,46,2.16E-05,T,FALSE
2004,F,Crystiana,5,2.48E-06,C,FALSE
1979,F,Leshaunda,5,2.90E-06,L,FALSE
1988,M,Jobie,5,2.50E-06,J,FALSE
1972,M,Ferrell,13,7.76E-06,F,FALSE
1985,F,Joscelyn,24,1.30E-05,J,FALSE
1986,F,Christeen,14,7.59E-06,C,FALSE
2009,F,Nanayaa,7,3.46E-06,N,FALSE
1922,F,Lucendia,9,7.21E-06,L,FALSE
1938,M,Audley,10,8.80E-06,A,TRUE
1914,M,Aniello,8,1.17E-05,A,TRUE
1959,F,Sallie,334,0.00016069,S,FALSE
1990,M,Markez,11,5.11E-06,M,FALSE
1968,M,Redginald,6,3.38E-06,R,FALSE
2015,M,Melissa,5,2.45E-06,M,FALSE
2013,M,Tavon,51,2.53E-05,T,FALSE
2011,F,Ziyonna,21,1.09E-05,Z,FALSE
1976,M,Emerson,78,4.78E-05,E,TRUE
2012,F,Harjot,5,2.58E-06,H,FALSE
1959,F,Juliette,114,5.49E-05,J,FALSE
1931,M,Socorro,6,5.61E-06,S,FALSE
